1	"{""1"": ""    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n"", ""2"": ""    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n    post \\""/reflection/submission\\"", ReflectionController, :submit\\r\\n""}"
1	"{""1"": ""The WISE simulations allowed the students to conceptualize the abstract idea of \\""invisible\\"" particles and see how the effects of these particles could be modeled and observed; the students were encouraged to work collaboratively and to reflect on their learning. These reflections especially allowed Jennifer to observe where the students were missing the big idea or were getting it. I loved how she observed that the kids loved her demos at the start, but it turned out that they learned nothing from them. How many times has that happened in my class and I didn't even know it?"", ""2"": ""She was a coach and a guide. While the students were working, she could listen to discussions or read their responses and reflections and then use these to guide the learning. She was able to do her own reflections on the activity and plan ways of differentiating it to even better fit the needs of her students.""}"
1	"{""1"": ""The most effective aspects in wise activity were:\\r\\nCreating a spirit of team by encouraging collaboration with other partners,allowing student to make and test their own predictions,encouraging students to investigate, measure, and think about the possible explanations for the subject they are learning about. All these aspects helped students to be involved in the process of learning not only a receiver but a participant and an initiator.\\r\\n"", ""2"": ""She was a guider, a helper and an assessor, she also was interactive and encouraged two way learning. WISE provided the ability to modify lessons to suit students' needs, breaking down concepts into small pieces and then helping students to scaffold them thus enabling more coherent understanding and promoted engagement of students in the course.""}"
1	"{""1"": ""WISE uses predict-observe-explain patterns with prompts to encourage students to generate explanations."", ""2"": ""The teacher's role is no longer in the front but as a facilitator. The teacher can interact individually with students rather than the whole class.""}"
1	"{""1"": ""It appears that the interactive app allowed them to visualize the science while reflecting on it as they went. Since it's difficult to show molecular activity in real size the WISE app seemed very useful."", ""2"": ""Her role was to provide the context for the lesson to make sense, and then during the lesson to engage students in discussing their learning and questions as they worked. The students performed better and she learned to tweak the WISE lesson to her own students' needs.""}"
1	"{""1"": ""Students can make predictions and test them. They work into small groups."", ""2"": ""She can see the answers of the students and help them or encourage them.""}"
1	"{""1"": ""One aspect of the WISE activity that really helped students was that it breaks down large chunks of information into \\""manageable pieces.\\"" This way, students are able to focus on one concept at a time, and are able to digest it well before moving onto another piece. \\r\\n\\r\\nAnother aspect, WISE activities are hands-on, supported by available/appropriate materials and technology. They elicit a lot of discussion, generate ideas, accommodate sharing of knowledge, and allow the teacher to catch any misconceptions at the outset. The students remain engaged throughout the period.\\r\\n\\r\\nA WISE lesson is web-based, technology-driven, but student- and teacher-friendly. It encourages the students to think, investigate, inquire, predict, test, experiment, assess, comment, collect data, and reflect on their learning. The teacher can easily assess or track student learning and understanding, and he/she is able to stop work to äóìhold spontaneous discussions.äóù\\r\\n\\r\\nOne other great aspect, too, is that WISE is flexible and easy to modify. The teacher and the class can tailor their lesson to their needs. \\r\\n"", ""2"": ""Jennifer is the teacher of the ETF class shown on the video. äóìTechnically, sheäó»s teaching a grade seven course and at the same time, covering two years worth of science curriculum. äóì However, in this WISE lesson, Jennifer is the facilitator, and the students are leading the inquiry. A student-centred approach to learning, the teacher becomes a guide, helper, organiser, resource person, collaborator, and co-designer of the lesson. \\r\\n\\r\\nThe new opportunities that arose as a result of using WISE were: \\r\\näó¢\\tJennifer was able to modify lessons so they are better suited to her studentsäó» skills, levels, experiences and backgrounds. \\r\\näó¢\\tShe had access to a whole range of tools for the classroom including assessment tools.\\r\\näó¢\\tShe was able to broaden her ideas and understanding of how she would run the lesson next time.\\r\\n""}"
1	"{""1"": ""I liked the idea of discovery. So many times, my students simply want to get to the answer"", ""2"": ""Facilitator and guide\\r\\nAble to see student understanding very effectively. Jennifer was able to monitor the small groups and have discussions with them.\\r\\n""}"
1	"{""1"": ""The way it was interactive\\r\\nThe way it was visual\\r\\nIt offered assessment that does not stress students but it rather seems joyful and gives insight on hard topics and what needs more practise for the teacher"", ""2"": ""She used the materials with the students, discussed them with them and used them to help them improve. The students saw this more visually and abstract topics were understood a lot better.""}"
1	"{""1"": ""WISE helps students to visualize and experiment with the physical terms in a way that would be difficult if not possible without technology. In the activity students could compare different scenarios safely while seeing the physical phenomenon animated in a clear way. Sometimes the animation is even better than doing the an experiment in real life, because with animation it is possible to emphasize processes that would be impossible to see with bare eyes. Also, with the ready made platform students were able to advance in their own pace, instead of waiting for the rest of the group."", ""2"": ""The role during the lesson shifted more from teaching (although some teaching might still be needed with students who struggle) to observing, how students do their assignments. The activity freed her to direct her attention more to those who need help the most.   ""}"
1	"{""1"": ""In addition to having students reflect on the knowledge they were gaining, I appreciated that they were out of their seats interacting with objects in the classroom. The lesson was not solely technology-based, but an effective marriage of technology and hands-on activities."", ""2"": ""She acted as the facilitator, helping students and sharing ideas with them. She found ways to deep students' learning as well as methods to tailor the lesson to their needs in the future.""}"
1	"{""1"": ""Integrated self-reflective questioning. Rich tangible examples. Provided students to make predictions and to discover their own answers."", ""2"": ""Jennifer was not acting as a director, but as guide able to wonder around supporting and engaging students selectively to support their individual learning.""}"
1	"{""1"": ""It is a web based, this means it is student pace. Students were engaged because of the simulation they were able to visualize."", ""2"": ""The teachers role in a technology based classroom is to monitor students ides, and to guide students.""}"
1	"{""1"": ""The visuals, where students could watch a model that explained heat transfer.  It's something they can't \\""see\\"", so the model helps them begin to visualize heat flow. "", ""2"": ""WISE sounds fantastic, a resource that is well-designed and allows teachers the freedom to check in with students and review their understanding.  Her role was a facilitator. ""}"
1	"{""1"": ""I thought some of the aspects were keeping students engaged in lessons.  This type of teaching allowed the teacher to be more interactive and engaged in teaching students vise just lecturing.  This also help the students get a better understanding of what was in the lesson.  Easiest way to explain this aspect is teacher engaging and learning herself vise just sending her student to the text books."", ""2"": ""Jennifers rols was to interact as I mentioned in the above question. She was able to make her lessons more meaningful while teacher and students being engaged in learning together.  I noticed in the video that she also encounter challenges yet she was able to modify that challenges throught this WISE program.""}"
1	"{""1"": ""I liked that the students could move at their own pace without having to bring the whole class back together. Students are being assessed as they work so a teacher would not have to stop the learning process to take a grade. The visuals also appeared helpful and the interaction with the visuals appeared meaningful. "", ""2"": ""Jennifer was able to monitor the student's progress and engage in conversation with them about the activity instead of leading the instruction. ""}"
1	"{""1"": ""I think the most interisting feature of this technology is the capacity to break complex concepts in small manageable pieces of information"", ""2"": ""she was an observer, a learner of the process and she helped students get unstuck when they needed it""}"
1	"{""1"": ""The simulations and diagrams seemed useful. I don't see how this is a novel feature though.\\r\\n\\r\\nAnd the ability to mask student names to discuss student work anonymously. Seventh graders are really subject to embarrassment so this is an important detail."", ""2"": ""It would have been nice to see more video of the lesson to get a clear picture, but from what I can tell...\\r\\n\\r\\nHer role was a technician. She was there to help the kids open and run the program. That way, based on what she said, she could answer questions that came up and then customize the program for next years' kids.\\r\\n\\r\\nI'm not sure that I can say if this tool was that useful, but I would like to get to know WISE better.""}"
1	"{""1"": ""The use of everyday, simple examples, such as the chocolate chips and the metal objects in their classroom, probably helped the students feel less intimated by the topic and also more connected.  Being able to work on their own also allows students to feel more connected to the topic, which makes them understand the topic better."", ""2"": ""Her role was support.  She kept track of students and intervened when necessary.  She herself explained that the next time, she will integrate examples that are more relatable to the students' backgrounds and experiences, which will result in an even greater connection to the topic.""}"
1	"{""1"": ""For the students to be able to have access to information and make predictions on what they think will happen with that information is great.  I think being able to test those predictions and see the result in real time is most effective."", ""2"": ""She was able to roam the room and check in with her students.  She was able to get a gage of what they understood and what they still had questions about.  With WISE, she is able to make adjustments to her lessons and the information she presented to her students in the moment.""}"
1	"{""1"": ""Touching and feeling the temperature of different objects by students and learning heat flow the most effective  way to learn."", ""2"": ""During WISE lesson Jennifer observed students responce and understanding using assessment tools.She kept track of students comments,discussions,interesting responces.\\r\\n\\r\\nUsing WISE can further lead to discussion on interesting response.Teacher can be confident about modifying any WISE lesson.""}"
